PROV3059;Bayanjargalan;Bayanjargalan;Bayanjargalan;;;;;;;;;x
PROV3060;Yeruu;Yeruu;Yeruu;;;;;;;;;x
PROV3061;Gurvansaikhan;Gurvansaikhan;Gurvansaikhan;;;;;;;;;x
PROV3062;Bayankhutag;Bayankhutag;Bayankhutag;;;;;;;;;x
PROV3063;Sainshand;Sainshand;Sainshand;;;;;;;;;x
PROV3064;Dalanzadgad;Dalanzadgad;Dalanzadgad;;;;;;;;;x
PROV3065;Hohhot;Hohhot;Hohhot;;;;;;;;;x
PROV3066;Chinggis;Chinggis;Chinggis;;;;;;;;;x
PROV3067;Tamusubulage Sumu;Tamusubulage Sumu;Tamusubulage Sumu;;;;;;;;;x
PROV3068;Jinchang;Jinchang;Jinchang;;;;;;;;;x
PROV3069;Bayannur;Bayannur;Bayannur;;;;;;;;;x
PROV3070;Badaixiang;Badaixiang;Badaixiang;;;;;;;;;x
PROV3071;Ulanqab;Ulanqab;Ulanqab;;;;;;;;;x
PROV3072;Sanggendalaizhen;Sanggendalaizhen;Sanggendalaizhen;;;;;;;;;x
PROV3073;Xilingol;Xilingol;Xilingol;;;;;;;;;x
PROV3074;Gaorihanzhen;Gaorihanzhen;Gaorihanzhen;;;;;;;;;x
PROV3075;Hailitucun;Hailitucun;Hailitucun;;;;;;;;;x
PROV3076;Erdenetsagaan;Erdenetsagaan;Erdenetsagaan;;;;;;;;;x
PROV3077;Choibalsan;Choibalsan;Choibalsan;;;;;;;;;x
PROV3078;Xin Barag Youqi;Xin Barag Youqi;Xin Barag Youqi;;;;;;;;;x
PROV3079;Nurenhua;Nurenhua;Nurenhua;;;;;;;;;x
PROV3080;Xiaochengzi;Xiaochengzi;Xiaochengzi;;;;;;;;;x
PROV3081;Chifeng;Chifeng;Chifeng;;;;;;;;;x
PROV3082;Aohan;Aohan;Aohan;;;;;;;;;x
PROV3083;Baijiazhangzicun;Baijiazhangzicun;Baijiazhangzicun;;;;;;;;;x
PROV3084;Huludao;Huludao;Huludao;;;;;;;;;x
PROV3085;Chaoyang;Chaoyang;Chaoyang;;;;;;;;;x
PROV3086;Xijiecun;Xijiecun;Xijiecun;;;;;;;;;x
PROV3087;Gujiazi;Gujiazi;Gujiazi;;;;;;;;;x
PROV3088;Xiaojiacun;Xiaojiacun;Xiaojiacun;;;;;;;;;x
PROV3089;Caozhuangzhen;Caozhuangzhen;Caozhuangzhen;;;;;;;;;x
PROV3090;Zhangwu;Zhangwu;Zhangwu;;;;;;;;;x
PROV3091;Tongliao;Tongliao;Tongliao;;;;;;;;;x
PROV3092;Xingfutun;Xingfutun;Xingfutun;;;;;;;;;x
PROV3093;Wuchagouzhen;Wuchagouzhen;Wuchagouzhen;;;;;;;;;x
PROV3094;Chen Barag Qi;Chen Barag Qi;Chen Barag Qi;;;;;;;;;x
PROV3095;Dalian;Dalian;Dalian;;;;;;;;;x
PROV3096;Xinnongcun;Xinnongcun;Xinnongcun;;;;;;;;;x
PROV3097;Jiangjiatun;Jiangjiatun;Jiangjiatun;;;;;;;;;x
PROV3098;Shimiaozizhen;Shimiaozizhen;Shimiaozizhen;;;;;;;;;x
PROV3099;Yingkou;Yingkou;Yingkou;;;;;;;;;x
PROV3100;Ganwangzhen;Ganwangzhen;Ganwangzhen;;;;;;;;;x
PROV3101;Dabaoxiang;Dabaoxiang;Dabaoxiang;;;;;;;;;x
PROV3102;Benxi Manchu;Benxi Manchu;Benxi Manchu;;;;;;;;;x
PROV3103;Fushun;Fushun;Fushun;;;;;;;;;x
PROV3104;Shenyang;Shenyang;Shenyang;;;;;;;;;x
PROV3105;Huanren;Huanren;Huanren;;;;;;;;;x
PROV3106;Gongzhutunzhen;Gongzhutunzhen;Gongzhutunzhen;;;;;;;;;x
PROV3107;Kaiyuan;Kaiyuan;Kaiyuan;;;;;;;;;x
PROV3108;Chengdongcun;Chengdongcun;Chengdongcun;;;;;;;;;x
PROV3109;Tonghua;Tonghua;Tonghua;;;;;;;;;x
PROV3110;Qianshuangjingzhen;Qianshuangjingzhen;Qianshuangjingzhen;;;;;;;;;x
PROV3111;Gongzhuling;Gongzhuling;Gongzhuling;;;;;;;;;x
PROV3112;Yitong;Yitong;Yitong;;;;;;;;;x
PROV3113;Baishan;Baishan;Baishan;;;;;;;;;x
PROV3114;Changbai;Changbai;Changbai;;;;;;;;;x
PROV3115;Fusong;Fusong;Fusong;;;;;;;;;x
PROV3116;Hebeicun;Hebeicun;Hebeicun;;;;;;;;;x
PROV3117;Liaoyuan;Liaoyuan;Liaoyuan;;;;;;;;;x
PROV3118;Siping;Siping;Siping;;;;;;;;;x
PROV3119;Majiatun;Majiatun;Majiatun;;;;;;;;;x
PROV3120;Badaohezizhen;Badaohezizhen;Badaohezizhen;;;;;;;;;x
PROV3121;Changchun;Changchun;Changchun;;;;;;;;;x
PROV3122;Yanbian;Yanbian;Yanbian;;;;;;;;;x
PROV3123;Hunchun;Hunchun;Hunchun;;;;;;;;;x
PROV3124;Chunhuazhen;Chunhuazhen;Chunhuazhen;;;;;;;;;x
PROV3125;Qianjin;Qianjin;Qianjin;;;;;;;;;x
PROV3126;Mahexiang;Mahexiang;Mahexiang;;;;;;;;;x
PROV3127;Qiaotouzhen;Qiaotouzhen;Qiaotouzhen;;;;;;;;;x
PROV3128;Xixiaotun;Xixiaotun;Xixiaotun;;;;;;;;;x
PROV3129;Xinghuacun;Xinghuacun;Xinghuacun;;;;;;;;;x
PROV3130;Shuangcheng;Shuangcheng;Shuangcheng;;;;;;;;;x
PROV3131;Liaoyuanxiang;Liaoyuanxiang;Liaoyuanxiang;;;;;;;;;x
PROV3132;Qiqihar;Qiqihar;Qiqihar;;;;;;;;;x
PROV3133;Sanlidicun;Sanlidicun;Sanlidicun;;;;;;;;;x
PROV3134;Changqingcun;Changqingcun;Changqingcun;;;;;;;;;x
PROV3135;Yongchangcun;Yongchangcun;Yongchangcun;;;;;;;;;x
PROV3136;Changhetun;Changhetun;Changhetun;;;;;;;;;x
PROV3137;Harbin;Harbin;Harbin;;;;;;;;;x
PROV3138;Daqing;Daqing;Daqing;;;;;;;;;x
PROV3139;Suihua;Suihua;Suihua;;;;;;;;;x
PROV3140;Tonghe;Tonghe;Tonghe;;;;;;;;;x
PROV3141;Dongfanghongcun;Dongfanghongcun;Dongfanghongcun;;;;;;;;;x
PROV3142;Liangzhongchangcun;Liangzhongchangcun;Liangzhongchangcun;;;;;;;;;x
PROV3143;Raohe;Raohe;Raohe;;;;;;;;;x
PROV3144;Xikazitun;Xikazitun;Xikazitun;;;;;;;;;x
PROV3145;Anlecun;Anlecun;Anlecun;;;;;;;;;x
PROV3146;Baoqing;Baoqing;Baoqing;;;;;;;;;x
PROV3147;Erlongshanzhen;Erlongshanzhen;Erlongshanzhen;;;;;;;;;x
PROV3148;Shuangyashan;Shuangyashan;Shuangyashan;;;;;;;;;x
PROV3149;Guoyuan;Guoyuan;Guoyuan;;;;;;;;;x
PROV3150;Chaoyang Yizu;Chaoyang Yizu;Chaoyang Yizu;;;;;;;;;x
PROV3151;Jianshecun;Jianshecun;Jianshecun;;;;;;;;;x
PROV3152;Hegang;Hegang;Hegang;;;;;;;;;x
PROV3153;Jidong;Jidong;Jidong;;;;;;;;;x
PROV3154;Xingnongzhen;Xingnongzhen;Xingnongzhen;;;;;;;;;x
PROV3155;Mufan;Mufan;Mufan;;;;;;;;;x
PROV3156;Wuyiling;Wuyiling;Wuyiling;;;;;;;;;x
PROV3157;Yongsheng;Yongsheng;Yongsheng;;;;;;;;;x
PROV3158;Lilintun;Lilintun;Lilintun;;;;;;;;;x
PROV3159;Baiyunxiang;Baiyunxiang;Baiyunxiang;;;;;;;;;x
PROV3160;Beijiangxiang;Beijiangxiang;Beijiangxiang;;;;;;;;;x
PROV3161;Hexi;Hexi;Hexi;;;;;;;;;x
PROV3162;Ershilituncun;Ershilituncun;Ershilituncun;;;;;;;;;x
PROV3163;Deliqierxiang;Deliqierxiang;Deliqierxiang;;;;;;;;;x
PROV3164;Xiaodongtun;Xiaodongtun;Xiaodongtun;;;;;;;;;x
PROV3165;Hongxing;Hongxing;Hongxing;;;;;;;;;x
PROV3166;Manguizhen;Manguizhen;Manguizhen;;;;;;;;;x
PROV3167;Mohe;Mohe;Mohe;;;;;;;;;x
PROV3168;Qiqian;Qiqian;Qiqian;;;;;;;;;x
PROV3169;Enhexiang;Enhexiang;Enhexiang;;;;;;;;;x
PROV3170;Ergun;Ergun;Ergun;;;;;;;;;x
PROV3171;Genhe;Genhe;Genhe;;;;;;;;;x
PROV3172;Famingcun;Famingcun;Famingcun;;;;;;;;;x
PROV3173;Xuwen;Xuwen;Xuwen;;;;;;;;;x
PROV3174;Zhanjiang;Zhanjiang;Zhanjiang;;;;;;;;;x
PROV3175;Maoming;Maoming;Maoming;;;;;;;;;x
PROV3176;Youhang;Youhang;Youhang;;;;;;;;;x
PROV3177;Luoding;Luoding;Luoding;;;;;;;;;x
PROV3178;Yangjiang;Yangjiang;Yangjiang;;;;;;;;;x
PROV3179;Hailing;Hailing;Hailing;;;;;;;;;x
PROV3180;Enping;Enping;Enping;;;;;;;;;x
PROV3181;Zhuhai;Zhuhai;Zhuhai;;;;;;;;;x
PROV3182;Xinxing;Xinxing;Xinxing;;;;;;;;;x
PROV3183;Yunan;Yunan;Yunan;;;;;;;;;x
PROV3184;Taipingzhen;Taipingzhen;Taipingzhen;;;;;;;;;x
PROV3185;Zhaoping;Zhaoping;Zhaoping;;;;;;;;;x
PROV3186;Guangzhou;Guangzhou;Guangzhou;;;;;;;;;x
PROV3187;Dongguan;Dongguan;Dongguan;;;;;;;;;x
PROV3188;Hetaizhen;Hetaizhen;Hetaizhen;;;;;;;;;x
PROV3189;Hezhou;Hezhou;Hezhou;;;;;;;;;x
PROV3190;Huaiji;Huaiji;Huaiji;;;;;;;;;x
PROV3191;Zhongshan;Zhongshan;Zhongshan;;;;;;;;;x
PROV3192;Hedong;Hedong;Hedong;;;;;;;;;x
PROV3193;Youzhaxia;Youzhaxia;Youzhaxia;;;;;;;;;x
PROV3194;Qingyuan;Qingyuan;Qingyuan;;;;;;;;;x
PROV3195;Shenzhen;Shenzhen;Shenzhen;;;;;;;;;x
PROV3196;Macao;Macao;Macao;;;;;;;;;x
PROV3197;Hengqinzhen;Hengqinzhen;Hengqinzhen;;;;;;;;;x
PROV3198;Tung Chung;Tung Chung;Tung Chung;;;;;;;;;x
PROV3199;Hong Kong;Hong Kong;Hong Kong;;;;;;;;;x
PROV3200;Tianxin;Tianxin;Tianxin;;;;;;;;;x
PROV3201;Tieyongzhen;Tieyongzhen;Tieyongzhen;;;;;;;;;x
PROV3202;Shanwei;Shanwei;Shanwei;;;;;;;;;x
PROV3203;Zijin;Zijin;Zijin;;;;;;;;;x
PROV3204;Heyuan;Heyuan;Heyuan;;;;;;;;;x
PROV3205;Beihai;Beihai;Beihai;;;;;;;;;x
PROV3206;Qinzhou;Qinzhou;Qinzhou;;;;;;;;;x
PROV3207;Guigang;Guigang;Guigang;;;;;;;;;x
PROV3208;Tongyou Mugen;Tongyou Mugen;Tongyou Mugen;;;;;;;;;x
PROV3209;Laibin;Laibin;Laibin;;;;;;;;;x
PROV3210;Nanning;Nanning;Nanning;;;;;;;;;x
PROV3211;Xingcheng;Xingcheng;Xingcheng;;;;;;;;;x
PROV3212;Baise;Baise;Baise;;;;;;;;;x
PROV3213;Tiandeng;Tiandeng;Tiandeng;;;;;;;;;x
PROV3214;Naqinxiang;Naqinxiang;Naqinxiang;;;;;;;;;x
PROV3215;Fangchenggang;Fangchenggang;Fangchenggang;;;;;;;;;x
PROV3216;Ningming;Ningming;Ningming;;;;;;;;;x
PROV3217;Guokao;Guokao;Guokao;;;;;;;;;x
PROV3218;Napo;Napo;Napo;;;;;;;;;x
PROV3219;Pingba;Pingba;Pingba;;;;;;;;;x
PROV3220;Polie;Polie;Polie;;;;;;;;;x
PROV3221;Lalai;Lalai;Lalai;;;;;;;;;x
PROV3222;Xiapo;Xiapo;Xiapo;;;;;;;;;x
PROV3223;Antaixiang;Antaixiang;Antaixiang;;;;;;;;;x
PROV3224;Jinjixiang;Jinjixiang;Jinjixiang;;;;;;;;;x
PROV3225;Fushizhen;Fushizhen;Fushizhen;;;;;;;;;x
PROV3226;Yangshuo;Yangshuo;Yangshuo;;;;;;;;;x
PROV3227;Guilin;Guilin;Guilin;;;;;;;;;x
PROV3228;Quanzhou;Quanzhou;Quanzhou;;;;;;;;;x
PROV3229;Xilingcun;Xilingcun;Xilingcun;;;;;;;;;x
PROV3230;Zoumaxiang;Zoumaxiang;Zoumaxiang;;;;;;;;;x
PROV3231;Hezhou;Hezhou;Hezhou;;;;;;;;;x
PROV3232;Shangba;Shangba;Shangba;;;;;;;;;x
PROV3233;Laoyanpeng;Laoyanpeng;Laoyanpeng;;;;;;;;;x
PROV3234;Baduxiang;Baduxiang;Baduxiang;;;;;;;;;x
PROV3235;Zubiexiang;Zubiexiang;Zubiexiang;;;;;;;;;x
PROV3236;Longlin;Longlin;Longlin;;;;;;;;;x
PROV3237;Funing;Funing;Funing;;;;;;;;;x
PROV3238;Nafu;Nafu;Nafu;;;;;;;;;x
PROV3239;Wenshan;Wenshan;Wenshan;;;;;;;;;x
PROV3240;Honghe;Honghe;Honghe;;;;;;;;;x
PROV3241;Gaoliangxiang;Gaoliangxiang;Gaoliangxiang;;;;;;;;;x
PROV3242;Kunming;Kunming;Kunming;;;;;;;;;x
PROV3243;Shiqiao;Shiqiao;Shiqiao;;;;;;;;;x
PROV3244;Qimabaxiang;Qimabaxiang;Qimabaxiang;;;;;;;;;x
PROV3245;Shuangbai;Shuangbai;Shuangbai;;;;;;;;;x
PROV3246;Ximeng;Ximeng;Ximeng;;;;;;;;;x
PROV3247;Xishuangbanna Dai;Xishuangbanna Dai;Xishuangbanna Dai;;;;;;;;;x
PROV3248;Shuangjiang Lahu;Shuangjiang Lahu;Shuangjiang Lahu;;;;;;;;;x
PROV3249;Yingpan Zhai;Yingpan Zhai;Yingpan Zhai;;;;;;;;;x
PROV3250;Zuosuocun;Zuosuocun;Zuosuocun;;;;;;;;;x
PROV3251;Baoshan;Baoshan;Baoshan;;;;;;;;;x
PROV3252;Nanjian Yi;Nanjian Yi;Nanjian Yi;;;;;;;;;x
PROV3253;Shalexiang;Shalexiang;Shalexiang;;;;;;;;;x
PROV3254;Binchuan;Binchuan;Binchuan;;;;;;;;;x
PROV3255;Shenglicun;Shenglicun;Shenglicun;;;;;;;;;x
PROV3256;Lijiang;Lijiang;Lijiang;;;;;;;;;x
PROV3257;Lanping Bai;Lanping Bai;Lanping Bai;;;;;;;;;x
PROV3258;Gongshan Derung;Gongshan Derung;Gongshan Derung;;;;;;;;;x
PROV3259;Diqing;Diqing;Diqing;;;;;;;;;x
PROV3260;Xundian Hui;Xundian Hui;Xundian Hui;;;;;;;;;x
PROV3261;Zhaotong;Zhaotong;Zhaotong;;;;;;;;;x
PROV3262;Qujing;Qujing;Qujing;;;;;;;;;x
PROV3263;Qianxinan Buyei;Qianxinan Buyei;Qianxinan Buyei;;;;;;;;;x
PROV3264;Ceheng;Ceheng;Ceheng;;;;;;;;;x
PROV3265;Anshun;Anshun;Anshun;;;;;;;;;x
PROV3266;Qiboxiang;Qiboxiang;Qiboxiang;;;;;;;;;x
PROV3267;Huishui;Huishui;Huishui;;;;;;;;;x
PROV3268;Weining Yi;Weining Yi;Weining Yi;;;;;;;;;x
PROV3269;Bijie;Bijie;Bijie;;;;;;;;;x
PROV3270;Guiyang;Guiyang;Guiyang;;;;;;;;;x
PROV3271;Longli;Longli;Longli;;;;;;;;;x
PROV3272;Qiannan Buyei;Qiannan Buyei;Qiannan Buyei;;;;;;;;;x
PROV3273;Dushan;Dushan;Dushan;;;;;;;;;x
PROV3274;Rongjiang;Rongjiang;Rongjiang;;;;;;;;;x
PROV3275;Fulu Dongzhai;Fulu Dongzhai;Fulu Dongzhai;;;;;;;;;x
PROV3276;Jinping;Jinping;Jinping;;;;;;;;;x
PROV3277;Maoliping;Maoliping;Maoliping;;;;;;;;;x
PROV3278;Guiding;Guiding;Guiding;;;;;;;;;x
PROV3279;Zunyi;Zunyi;Zunyi;;;;;;;;;x
PROV3280;Xishui;Xishui;Xishui;;;;;;;;;x
PROV3281;Suiyang;Suiyang;Suiyang;;;;;;;;;x
PROV3282;Fenggang;Fenggang;Fenggang;;;;;;;;;x
PROV3283;Zhenyuan;Zhenyuan;Zhenyuan;;;;;;;;;x
PROV3284;Cengong;Cengong;Cengong;;;;;;;;;x
PROV3285;Tongren;Tongren;Tongren;;;;;;;;;x
PROV3286;Dejiang;Dejiang;Dejiang;;;;;;;;;x
PROV3287;Heyunzhen;Heyunzhen;Heyunzhen;;;;;;;;;x
PROV3288;Zhoujia Wanzi;Zhoujia Wanzi;Zhoujia Wanzi;;;;;;;;;x
PROV3289;Sanya;Sanya;Sanya;;;;;;;;;x
PROV3290;Changgongcun;Changgongcun;Changgongcun;;;;;;;;;x
PROV3291;Lingshui Li;Lingshui Li;Lingshui Li;;;;;;;;;x
PROV3292;Shuangxi;Shuangxi;Shuangxi;;;;;;;;;x
PROV3293;Xinmin;Xinmin;Xinmin;;;;;;;;;x
PROV3294;Wenchang;Wenchang;Wenchang;;;;;;;;;x
PROV3295;Haikou;Haikou;Haikou;;;;;;;;;x
PROV3296;Lingao;Lingao;Lingao;;;;;;;;;x
PROV3297;Ningyuan;Ningyuan;Ningyuan;;;;;;;;;x
PROV3298;Chenzhou;Chenzhou;Chenzhou;;;;;;;;;x
PROV3299;Yongzhou;Yongzhou;Yongzhou;;;;;;;;;x
PROV3300;Hengyang;Hengyang;Hengyang;;;;;;;;;x
PROV3301;You;You;You;;;;;;;;;x
PROV3302;Shuangfeng;Shuangfeng;Shuangfeng;;;;;;;;;x
PROV3303;Shaoyang;Shaoyang;Shaoyang;;;;;;;;;x
PROV3304;Simenqianzhen;Simenqianzhen;Simenqianzhen;;;;;;;;;x
PROV3305;Anhua;Anhua;Anhua;;;;;;;;;x
PROV3306;Changsha;Changsha;Changsha;;;;;;;;;x
PROV3307;Yueyang;Yueyang;Yueyang;;;;;;;;;x
PROV3308;Changde;Changde;Changde;;;;;;;;;x
PROV3309;Shimen;Shimen;Shimen;;;;;;;;;x
PROV3310;Wentangwan;Wentangwan;Wentangwan;;;;;;;;;x
PROV3311;Zhangjiajie;Zhangjiajie;Zhangjiajie;;;;;;;;;x
PROV3312;Guzhang;Guzhang;Guzhang;;;;;;;;;x
PROV3313;Litouju;Litouju;Litouju;;;;;;;;;x
PROV3314;Xinhuang Dong;Xinhuang Dong;Xinhuang Dong;;;;;;;;;x
PROV3315;Huitong;Huitong;Huitong;;;;;;;;;x
PROV3316;Tongdao Dong;Tongdao Dong;Tongdao Dong;;;;;;;;;x
PROV3317;Suichuan;Suichuan;Suichuan;;;;;;;;;x
PROV3318;Ganzhou;Ganzhou;Ganzhou;;;;;;;;;x
PROV3319;Longnan;Longnan;Longnan;;;;;;;;;x
PROV3320;Xunwu;Xunwu;Xunwu;;;;;;;;;x
PROV3321;Chengjiangzhen;Chengjiangzhen;Chengjiangzhen;;;;;;;;;x
PROV3322;Dawuli;Dawuli;Dawuli;;;;;;;;;x
PROV3323;Shicheng;Shicheng;Shicheng;;;;;;;;;x
PROV3324;Guangchang;Guangchang;Guangchang;;;;;;;;;x
PROV3325;Jian;Jian;Jian;;;;;;;;;x
PROV3326;Yichun;Yichun;Yichun;;;;;;;;;x
PROV3327;Zhangshu;Zhangshu;Zhangshu;;;;;;;;;x
PROV3328;Fuzhou;Fuzhou;Fuzhou;;;;;;;;;x
PROV3329;Yifeng;Yifeng;Yifeng;;;;;;;;;x
PROV3330;Xiushui;Xiushui;Xiushui;;;;;;;;;x
PROV3331;Wuning;Wuning;Wuning;;;;;;;;;x
PROV3332;Nanchang;Nanchang;Nanchang;;;;;;;;;x
PROV3333;Gongqingcheng;Gongqingcheng;Gongqingcheng;;;;;;;;;x
PROV3334;Hukou;Hukou;Hukou;;;;;;;;;x
PROV3335;Jingdezhen;Jingdezhen;Jingdezhen;;;;;;;;;x
PROV3336;Maoxicun;Maoxicun;Maoxicun;;;;;;;;;x
PROV3337;Wuyuan;Wuyuan;Wuyuan;;;;;;;;;x
PROV3338;Shangrao;Shangrao;Shangrao;;;;;;;;;x
PROV3339;Shanghang;Shanghang;Shanghang;;;;;;;;;x
PROV3340;Wuping;Wuping;Wuping;;;;;;;;;x
PROV3341;Dongshan;Dongshan;Dongshan;;;;;;;;;x
PROV3342;Yongding;Yongding;Yongding;;;;;;;;;x
PROV3343;Xiamen;Xiamen;Xiamen;;;;;;;;;x
PROV3344;Neixi;Neixi;Neixi;;;;;;;;;x
PROV3345;Longyan;Longyan;Longyan;;;;;;;;;x
PROV3346;Qingliu;Qingliu;Qingliu;;;;;;;;;x
PROV3347;Quanzhou;Quanzhou;Quanzhou;;;;;;;;;x
PROV3348;Dehua;Dehua;Dehua;;;;;;;;;x
PROV3349;Sanming;Sanming;Sanming;;;;;;;;;x
PROV3350;Jianning;Jianning;Jianning;;;;;;;;;x
PROV3351;Taining;Taining;Taining;;;;;;;;;x
PROV3352;Nanping;Nanping;Nanping;;;;;;;;;x
PROV3353;Baizhongzhen;Baizhongzhen;Baizhongzhen;;;;;;;;;x
PROV3354;Xianyou;Xianyou;Xianyou;;;;;;;;;x
PROV3355;Putian;Putian;Putian;;;;;;;;;x
PROV3356;Pingtan;Pingtan;Pingtan;;;;;;;;;x
PROV3357;Yongtai;Yongtai;Yongtai;;;;;;;;;x
PROV3358;Feijiping;Feijiping;Feijiping;;;;;;;;;x
PROV3359;Wuyishan;Wuyishan;Wuyishan;;;;;;;;;x
PROV3360;Sanliyuan;Sanliyuan;Sanliyuan;;;;;;;;;x
PROV3361;Gutian;Gutian;Gutian;;;;;;;;;x
PROV3362;Luolianxiang;Luolianxiang;Luolianxiang;;;;;;;;;x
PROV3363;Fuzhou;Fuzhou;Fuzhou;;;;;;;;;x
PROV3364;Ningde;Ningde;Ningde;;;;;;;;;x
PROV3365;Zhenghe;Zhenghe;Zhenghe;;;;;;;;;x
PROV3366;Pucheng;Pucheng;Pucheng;;;;;;;;;x
PROV3367;Xiapu;Xiapu;Xiapu;;;;;;;;;x
PROV3368;Zherong;Zherong;Zherong;;;;;;;;;x
PROV3369;Taishun;Taishun;Taishun;;;;;;;;;x
PROV3370;Jingning She;Jingning She;Jingning She;;;;;;;;;x
PROV3371;Songyang;Songyang;Songyang;;;;;;;;;x
PROV3372;Changtaizhen;Changtaizhen;Changtaizhen;;;;;;;;;x
PROV3373;Kaihua;Kaihua;Kaihua;;;;;;;;;x
PROV3374;Quzhou;Quzhou;Quzhou;;;;;;;;;x
PROV3375;Jinhua;Jinhua;Jinhua;;;;;;;;;x
PROV3376;Yongkang;Yongkang;Yongkang;;;;;;;;;x
PROV3377;Lishui;Lishui;Lishui;;;;;;;;;x
PROV3378;Wenzhou;Wenzhou;Wenzhou;;;;;;;;;x
PROV3379;Yueqing;Yueqing;Yueqing;;;;;;;;;x
